<Logging continued from "data/ulx_logs/07-12-21.txt">
[01:00:07] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:00:07] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:05:45] ExtraDipus set the hp for Everyone to 99
[01:05:49] ExtraDipus brought Bot01,Bot02,Bot03,Bot04,Bot05,Bot06,Bot07
[01:05:57] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:05:57] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:08:54] Bot03 suicided!
[01:08:58] Bot07 suicided!
[01:09:02] ExtraDipus suicided!
[01:09:04] Bot02 suicided!
[01:09:07] Bot01 suicided!
[01:10:00] Bot04 suicided!
[01:10:13] Bot05 suicided!
[01:11:22] Bot07 suicided!
[01:11:47] Bot06 suicided!
[01:11:54] Bot04 suicided!
[01:12:06] Bot03 suicided!
[01:12:27] Bot01 suicided!
[01:12:52] Bot02 suicided!
[01:14:30] Bot03 suicided!
[01:15:13] Bot01 suicided!
[01:15:17] Bot04 suicided!
[01:15:42] Bot07 suicided!
[01:15:48] Bot06 suicided!
[01:15:59] Bot05 suicided!
[01:17:20] Bot02 suicided!
[01:17:59] Bot01 suicided!
[01:18:20] Bot07 suicided!
[01:18:30] Bot03 suicided!
[01:19:42] Bot04 suicided!
[01:26:10] ExtraDipus brought Bot01,Bot02,Bot03,Bot04,Bot05,Bot06,Bot07
[01:26:14] ExtraDipus set the hp for Bot01,Bot02,Bot03,Bot04,Bot05,Bot06,Bot07 to 99
[01:26:25] ExtraDipus set the hp for Bot01 to 2147483647
[01:26:27] ExtraDipus set the hp for Bot01 to 1
[01:26:37] Bot01 suicided!
[01:26:37] ExtraDipus slayed Bot01
[01:26:44] ExtraDipus brought Bot01
[01:26:45] ExtraDipus set the hp for Bot01 to 99
[01:27:23] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:27:23] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:27:46] ExtraDipus suicided!
[01:28:16] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:28:16] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:28:16] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:30:21] Bot04 suicided!
[01:30:25] Bot06 suicided!
[01:30:48] Bot01 suicided!
[01:31:05] Bot03 suicided!
[01:31:17] Bot07 suicided!
[01:31:32] Bot02 suicided!
[01:31:40] ExtraDipus suicided!
[01:32:09] Bot01 suicided!
[01:33:38] Bot05 suicided!
[01:34:02] ExtraDipus teleported to Bot01
[01:34:15] Bot01 suicided!
[01:34:18] Bot04 suicided!
[01:34:54] Bot06 suicided!
[01:35:11] Bot02 suicided!
[01:35:59] Bot07 suicided!
[01:36:13] Bot03 suicided!
[01:36:20] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:36:20] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:36:21] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:36:25] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:36:25] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:38:40] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:38:40] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:40:47] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:40:47] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:41:19] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:41:19] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:41:20] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:42:30] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:42:30] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:43:05] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:43:05] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:43:05] ExtraDipus<STEAM_0:0:164590602> spawned sent item_healthkit
[01:43:45] ExtraDipus set the hp for Everyone to 99
[01:43:51] ExtraDipus brought Bot01,Bot02,Bot03,Bot04,Bot05,Bot06,Bot07
[01:43:54] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:43:54] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:44:29] ExtraDipus brought Bot02,Bot03,Bot04,Bot05,Bot06,Bot07
[01:45:50] ExtraDipus set the hp for Everyone to 99
[01:48:47] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:48:47] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:49:38] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:49:38] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:50:44] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:50:44] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:50:59] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:50:59] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:52:00] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:52:00] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:53:00] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:53:00] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:55:00] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:55:00] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:56:14] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:56:14] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:56:19] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:56:19] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:56:53] ExtraDipus set the hp for Everyone to 99
[01:56:56] ExtraDipus set the hp for Everyone to 99
[01:57:44] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[01:57:44] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:30:50] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:30:50] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:32:33] Bot06 suicided!
[02:32:48] ExtraDipus brought Bot01
[02:32:54] ExtraDipus brought Bot02
[02:32:58] ExtraDipus set the hp for Everyone to 99
[02:32:59] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:32:59] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:33:49] ExtraDipus set the hp for Everyone to 99
[02:36:38] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:36:38] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:36:52] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:36:52] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:37:52] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:37:52] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:39:18] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:39:18] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:39:56] ExtraDipus set the hp for Everyone to 99
[02:40:11] ExtraDipus set the hp for Everyone to 99
[02:41:23] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:41:23] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:42:06] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:42:06] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:42:18] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:42:18] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:43:01] ExtraDipus set the hp for Everyone to 99
[02:43:10] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:43:10] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:43:14] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:43:14] ExtraDipus<STEAM_0:0:164590602> spawned model models/hunter/plates/plate025.mdl
[02:44:09] Dropped "ExtraDipus" from server<STEAM_0:0:164590602>
[02:44:09] Dropped "Bot01" from server<BOT>
[02:44:09] Dropped "Bot02" from server<BOT>
[02:44:09] Dropped "Bot03" from server<BOT>
[02:44:09] Dropped "Bot04" from server<BOT>
[02:44:09] Dropped "Bot05" from server<BOT>
[02:44:09] Dropped "Bot06" from server<BOT>
[02:44:09] Dropped "Bot07" from server<BOT>
